,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,Market Cap,Beta (5Y Monthly),PE Ratio (TTM),EPS (TTM),Earnings Date,Forward Dividend & Yield,Ex-Dividend Date,1y Target Est,ticker,url,error
352,74.81,74.65,76.08 x 900,76.65 x 800,74.32 - 76.83,64.77 - 106.34,"7,922,688","10,319,062",203.889B,0.81,21.55,3.543,2022-03-08 to 2022-03-14,1.28 (1.44%),"Jan 06, 2022",102.64,ORCL,http://finance.yahoo.com/quote/ORCL?p=ORCL,
353,637.16,638.27,628.12 x 800,676.00 x 800,635.83 - 655.28,446.56 - 710.86,"404,022","515,427",44.113B,0.99,22.75,28.779,2022-04-26 to 2022-05-02,N/A (N/A),N/A,704.25,ORLY,http://finance.yahoo.com/quote/ORLY?p=ORLY,
354,76.59,76.68,78.55 x 800,78.61 x 800,76.46 - 78.78,62.76 - 92.84,"2,954,756","2,646,480",33.349B,N/A,28.05,2.799,2022-04-25 to 2022-04-29,0.96 (1.25%),"Feb 17, 2022",94.1,OTIS,http://finance.yahoo.com/quote/OTIS?p=OTIS,
355,38.92,39.22,38.65 x 900,38.73 x 1100,38.51 - 40.35,21.62 - 43.16,"29,777,972","17,497,440",36.182B,2.38,N/A,-1.212,2022-02-21 to 2022-02-25,0.04 (0.13%),"Dec 09, 2021",41.04,OXY,http://finance.yahoo.com/quote/OXY?p=OXY,
356,,,,,,,,,,,,,,,,,,,Unhandled Error
357,324.50,327.74,334.26 x 1000,334.77 x 900,320.00 - 336.41,296.68 - 558.97,"609,019","525,887",20.147B,1.47,113.78,2.95,2022-05-02 to 2022-05-06,N/A (N/A),N/A,559.5,PAYC,http://finance.yahoo.com/quote/PAYC?p=PAYC,
358,115.79,115.96,118.59 x 900,123.33 x 1400,115.58 - 118.69,88.69 - 138.97,"1,259,702","1,964,588",42.8B,0.90,33.70,3.52,2022-04-04 to 2022-04-08,2.64 (1.97%),"Oct 29, 2021",133.31,PAYX,http://finance.yahoo.com/quote/PAYX?p=PAYX,
359,19.95,20.09,21.17 x 3100,21.18 x 900,20.00 - 21.19,15.18 - 21.60,"3,520,019","4,490,409",9.061B,0.99,30.16,0.702,2022-04-20 to 2022-04-25,0.73 (3.42%),"Jan 31, 2022",,PBCT,http://finance.yahoo.com/quote/PBCT?p=PBCT,
360,91.95,92.45,88.65 x 1000,91.73 x 900,91.12 - 93.15,77.96 - 99.48,"1,939,896","1,845,122",31.84B,0.94,18.27,5.02,2022-04-25 to 2022-04-29,1.36 (1.43%),"Feb 07, 2022",97.53,PCAR,http://finance.yahoo.com/quote/PCAR?p=PCAR,
361,30.89,31.12,31.38 x 800,32.30 x 3000,30.85 - 31.66,28.86 - 37.69,"3,710,978","3,844,727",17.056B,0.72,27.63,1.145,2022-05-02 to 2022-05-06,1.20 (3.75%),"Feb 10, 2022",37.85,PEAK,http://finance.yahoo.com/quote/PEAK?p=PEAK,
362,62.32,63.05,63.15 x 900,64.71 x 900,62.80 - 65.02,53.77 - 68.06,"2,759,142","2,024,758",32.802B,0.59,N/A,-1.315,2022-02-24 to 2022-02-28,2.04 (3.09%),"Dec 08, 2021",70.22,PEG,http://finance.yahoo.com/quote/PEG?p=PEG,
363,49.69,49.67,50.23 x 1000,50.48 x 1100,48.13 - 50.39,37.76 - 142.00,"2,733,777","4,639,922",8.516B,2.50,21.30,2.359,2022-02-02 to 2022-02-07,N/A (N/A),N/A,81.59,PENN,http://finance.yahoo.com/quote/PENN?p=PENN,
364,163.79,164.42,168.31 x 1100,168.35 x 900,164.29 - 168.45,128.32 - 177.24,"6,535,637","5,468,838",232.811B,0.65,28.68,5.87,2022-04-13 to 2022-04-18,4.30 (2.48%),"Dec 02, 2021",169.81,PEP,http://finance.yahoo.com/quote/PEP?p=PEP,
365,45.96,45.81,47.65 x 1200,47.63 x 1800,45.74 - 48.03,33.44 - 61.71,"29,894,270","41,594,635",267.846B,0.62,13.63,3.501,2022-05-02 to 2022-05-06,1.60 (2.93%),"Jan 27, 2022",,PFE,http://finance.yahoo.com/quote/PFE?p=PFE,
366,68.50,68.94,71.01 x 1000,74.14 x 900,68.92 - 71.75,55.27 - 80.36,"3,103,757","1,661,608",19.003B,1.60,11.53,6.22,2022-04-25 to 2022-04-29,2.56 (3.39%),"Nov 30, 2021",73.0,PFG,http://finance.yahoo.com/quote/PFG?p=PFG,
367,151.76,152.33,158.01 x 900,158.40 x 900,152.25 - 158.94,121.54 - 165.35,"8,781,290","8,890,838",382.933B,0.45,28.92,5.472,2022-04-18 to 2022-04-22,3.48 (2.29%),"Jan 20, 2022",154.79,PG,http://finance.yahoo.com/quote/PG?p=PG,
368,102.88,102.64,106.90 x 1200,111.28 x 1300,102.64 - 107.31,86.48 - 111.85,"2,135,335","2,985,333",62.671B,0.49,15.59,6.88,2022-03-15 to 2022-03-21,0.40 (0.39%),"Jan 06, 2022",97.57,PGR,http://finance.yahoo.com/quote/PGR?p=PGR,
369,289.19,289.65,297.99 x 2200,297.34 x 1000,288.73 - 298.84,279.12 - 340.00,"540,923","747,809",38.296B,1.67,20.77,14.345,2022-04-27 to 2022-05-02,4.12 (1.42%),"Feb 10, 2022",372.56,PH,http://finance.yahoo.com/quote/PH?p=PH,
370,46.62,46.41,48.25 x 1100,48.69 x 800,46.36 - 48.87,42.31 - 63.91,"2,697,269","2,869,112",12.32B,1.43,7.53,6.465,2022-04-25 to 2022-04-29,0.60 (1.05%),"Dec 14, 2021",65.58,PHM,http://finance.yahoo.com/quote/PHM?p=PHM,
371,145.99,146.80,143.00 x 800,149.50 x 1000,146.80 - 150.74,124.78 - 156.54,"784,290","793,750",14.213B,0.92,19.06,7.851,2022-04-25 to 2022-04-29,4.00 (2.90%),"Dec 17, 2021",141.78,PKG,http://finance.yahoo.com/quote/PKG?p=PKG,
372,177.98,177.84,182.84 x 1100,182.91 x 900,176.87 - 184.49,119.95 - 203.16,"595,086","1,097,659",23.12B,1.06,18.28,10.023,2022-05-02 to 2022-05-06,0.28 (0.15%),"Jan 20, 2022",191.42,PKI,http://finance.yahoo.com/quote/PKI?p=PKI,
373,143.33,143.85,147.85 x 800,150.00 x 800,143.66 - 148.51,94.14 - 169.93,"2,883,243","3,081,658",109.753B,0.81,56.15,2.644,2022-04-18 to 2022-04-22,2.52 (1.57%),"Dec 13, 2021",164.74,PLD,http://finance.yahoo.com/quote/PLD?p=PLD,
374,102.79,103.80,98.95 x 800,105.87 x 2200,103.53 - 105.97,84.30 - 112.48,"6,503,344","6,222,066",163.841B,0.89,18.33,5.74,2022-04-18 to 2022-04-22,5.00 (5.19%),"Dec 22, 2021",107.82,PM,http://finance.yahoo.com/quote/PM?p=PM,
375,195.61,197.58,201.95 x 800,203.37 x 900,197.13 - 203.66,168.44 - 228.14,"1,737,316","2,055,675",85.657B,1.34,19.92,10.173,2022-04-14 to 2022-04-18,5.00 (2.32%),"Oct 14, 2021",217.41,PNC,http://finance.yahoo.com/quote/PNC?p=PNC,
376,57.51,57.43,56.25 x 900,58.18 x 800,56.46 - 58.38,54.10 - 80.40,"1,441,252","1,338,409",9.657B,1.07,19.32,3.021,2022-04-20 to 2022-04-25,0.84 (1.17%),"Jan 20, 2022",79.75,PNR,http://finance.yahoo.com/quote/PNR?p=PNR,
377,67.38,69.70,66.00 x 800,71.61 x 800,68.60 - 72.30,62.78 - 88.54,"1,960,954","1,052,016",8.122B,0.28,14.28,5.043,2022-02-22 to 2022-02-28,3.40 (5.05%),"Jan 31, 2022",67.46,PNW,http://finance.yahoo.com/quote/PNW?p=PNW,
378,436.07,436.07,415.00 x 800,449.62 x 800,433.11 - 452.31,313.92 - 582.27,"422,715","337,922",18.015B,0.85,30.46,14.753,2022-04-20 to 2022-04-25,3.20 (0.58%),"Nov 09, 2021",566.71,POOL,http://finance.yahoo.com/quote/POOL?p=POOL,
379,137.71,138.62,141.15 x 1100,141.09 x 1100,137.12 - 141.61,134.59 - 182.97,"1,785,062","1,307,700",33.495B,1.15,23.71,5.951,2022-04-13 to 2022-04-18,2.36 (1.38%),"Nov 09, 2021",180.27,PPG,http://finance.yahoo.com/quote/PPG?p=PPG,
380,25.94,26.07,26.39 x 2900,26.50 x 1400,26.00 - 26.67,25.55 - 30.72,"7,438,096","5,416,746",19.841B,0.78,N/A,-1.724,2022-02-16 to 2022-02-21,1.66 (5.54%),"Dec 09, 2021",31.36,PPL,http://finance.yahoo.com/quote/PPL?p=PPL,
381,108.95,109.62,112.35 x 1000,113.80 x 900,109.58 - 113.57,86.41 - 124.22,"2,140,870","2,053,082",42.638B,1.55,6.14,18.359,2022-05-02 to 2022-05-06,4.80 (4.06%),"Feb 14, 2022",113.0,PRU,http://finance.yahoo.com/quote/PRU?p=PRU,
382,351.63,353.91,340.80 x 800,364.89 x 900,353.12 - 362.72,229.14 - 377.36,"812,022","736,859",63.601B,0.21,43.33,8.371,2022-04-26 to 2022-05-02,8.00 (2.19%),"Dec 14, 2021",371.14,PSA,http://finance.yahoo.com/quote/PSA?p=PSA,
383,83.48,84.03,84.69 x 900,85.00 x 1000,83.59 - 85.40,63.19 - 94.34,"2,943,416","3,562,522",37.111B,1.50,N/A,-1.151,2022-04-28 to 2022-05-02,3.68 (4.17%),"Feb 18, 2022",93.73,PSX,http://finance.yahoo.com/quote/PSX?p=PSX,
384,109.85,110.08,1.00 x 1200,123.00 x 800,107.86 - 111.53,103.44 - 153.73,"494,992","795,787",13.145B,1.28,27.67,4.03,2022-04-26 to 2022-05-02,N/A (N/A),N/A,156.15,PTC,http://finance.yahoo.com/quote/PTC?p=PTC,
385,97.16,97.65,96.00 x 1000,100.34 x 900,96.39 - 100.67,89.54 - 125.42,"756,557","1,140,904",7.012B,2.30,14.32,6.999,2022-03-28 to 2022-04-01,0.15 (0.13%),"Nov 23, 2021",127.95,PVH,http://finance.yahoo.com/quote/PVH?p=PVH,
386,108.74,107.43,108.14 x 900,108.53 x 2200,104.09 - 108.90,78.79 - 124.69,"1,992,351","1,143,338",15.42B,1.16,28.41,3.809,2022-02-23 to 2022-02-28,0.28 (0.25%),"Jan 03, 2022",135.69,PWR,http://finance.yahoo.com/quote/PWR?p=PWR,
387,222.12,222.81,225.12 x 900,229.28 x 1000,222.00 - 231.73,133.73 - 240.97,"2,583,149","2,315,483",55.975B,1.84,36.51,6.28,2022-02-21 to 2022-02-25,2.30 (1.20%),"Dec 30, 2021",227.76,PXD,http://finance.yahoo.com/quote/PXD?p=PXD,
388,105.02,106.15,110.50 x 800,110.61 x 1800,104.53 - 111.10,94.50 - 310.16,"33,806,875","20,078,269",130.347B,1.16,26.67,4.159,2022-02-01 to 2022-02-07,N/A (N/A),N/A,272.38,PYPL,http://finance.yahoo.com/quote/PYPL?p=PYPL,
389,167.98,167.61,170.60 x 1100,170.88 x 1000,165.60 - 171.09,122.17 - 193.58,"7,350,249","10,649,775",191.442B,1.27,21.72,7.87,2022-04-26 to 2022-05-02,2.72 (1.45%),"Dec 01, 2021",208.5,QCOM,http://finance.yahoo.com/quote/QCOM?p=QCOM,
390,136.90,136.38,137.79 x 800,137.94 x 1000,135.13 - 138.84,123.92 - 201.68,"1,166,083","1,470,722",15.184B,1.38,14.27,9.656,2022-02-01 to 2022-02-07,N/A (N/A),N/A,204.56,QRVO,http://finance.yahoo.com/quote/QRVO?p=QRVO,
391,81.38,82.01,83.45 x 1100,83.85 x 1000,80.75 - 83.87,64.20 - 98.27,"3,099,392","4,782,320",21.341B,2.65,N/A,-21.576,2022-04-27 to 2022-05-02,N/A (N/A),"Mar 05, 2020",94.58,RCL,http://finance.yahoo.com/quote/RCL?p=RCL,
392,291.50,292.90,245.45 x 1000,301.21 x 1000,292.90 - 302.96,234.87 - 307.76,"275,361","265,669",11.902B,0.70,11.95,25.297,2022-04-26 to 2022-05-02,6.20 (2.18%),"Nov 30, 2021",,RE,http://finance.yahoo.com/quote/RE?p=RE,
393,65.90,66.50,67.23 x 800,70.58 x 900,65.97 - 67.37,53.78 - 78.78,"1,175,782","984,316",11.514B,1.11,34.66,1.94,2022-02-09 to 2022-02-14,2.50 (3.21%),"Dec 15, 2021",78.76,REG,http://finance.yahoo.com/quote/REG?p=REG,
394,609.78,610.75,616.46 x 1100,650.00 x 1100,608.33 - 622.14,441.00 - 686.62,"427,356","777,414",66.533B,0.18,9.89,62.526,2022-02-03 to 2022-02-07,N/A (N/A),N/A,715.68,REGN,http://finance.yahoo.com/quote/REGN?p=REGN,
395,23.08,23.31,24.33 x 3200,24.64 x 2200,23.31 - 24.36,18.02 - 25.57,"8,786,041","10,019,720",23.155B,1.45,9.10,2.669,2022-04-21 to 2022-04-25,0.68 (2.96%),"Dec 02, 2021",26.18,RF,http://finance.yahoo.com/quote/RF?p=RF,
396,116.88,117.53,120.74 x 900,120.83 x 800,117.38 - 121.01,73.17 - 125.77,"518,762","981,351",13.462B,1.54,25.85,4.678,2022-04-19 to 2022-04-25,1.52 (1.38%),"Nov 23, 2021",104.67,RHI,http://finance.yahoo.com/quote/RHI?p=RHI,
397,107.17,107.29,112.12 x 1200,114.66 x 800,107.29 - 112.30,75.91 - 117.37,"1,598,362","1,261,806",23.15B,1.19,16.94,6.63,2022-04-26 to 2022-05-02,1.36 (1.27%),"Jan 03, 2022",122.0,RJF,http://finance.yahoo.com/quote/RJF?p=RJF,
398,128.93,129.53,133.42 x 800,134.79 x 900,128.90 - 134.67,102.96 - 142.06,"1,082,895","992,943",9.873B,1.53,24.80,5.407,2022-02-02 to 2022-02-07,2.75 (2.21%),"Dec 22, 2021",138.63,RL,http://finance.yahoo.com/quote/RL?p=RL,
399,237.78,237.60,245.26 x 800,245.39 x 900,237.25 - 246.14,179.37 - 301.34,"498,085","571,977",35.759B,0.30,71.92,3.412,2022-04-26 to 2022-05-02,1.68 (0.70%),"Nov 09, 2021",270.33,RMD,http://finance.yahoo.com/quote/RMD?p=RMD,
400,266.06,266.28,268.82 x 1000,367.00 x 800,263.12 - 270.05,242.05 - 354.99,"683,716","668,177",31.24B,1.37,23.25,11.58,2022-04-26 to 2022-05-02,4.48 (1.31%),"Nov 12, 2021",337.76,ROK,http://finance.yahoo.com/quote/ROK?p=ROK,
401,31.60,31.60,32.00 x 900,32.44 x 900,31.59 - 32.22,28.51 - 40.11,"2,451,930","2,378,677",15.81B,0.57,45.45,0.707,2022-04-26 to 2022-05-02,0.40 (1.18%),"Nov 09, 2021",38.67,ROL,http://finance.yahoo.com/quote/ROL?p=ROL,
402,444.06,442.80,360.00 x 800,546.50 x 1000,438.58 - 450.15,365.23 - 505.00,"378,179","498,100",47.302B,1.06,42.56,10.537,2022-04-25 to 2022-04-29,2.48 (0.53%),"Jan 07, 2022",522.31,ROP,http://finance.yahoo.com/quote/ROP?p=ROP,
403,90.64,91.00,90.02 x 1200,92.73 x 800,89.76 - 92.96,86.15 - 134.22,"2,525,106","2,497,600",32.764B,1.03,20.77,4.465,2022-02-28 to 2022-03-04,1.14 (1.16%),"Dec 06, 2021",137.97,ROST,http://finance.yahoo.com/quote/ROST?p=ROST,
404,117.47,118.01,120.37 x 1000,120.89 x 1000,117.50 - 120.96,89.63 - 145.98,"1,063,098","1,273,090",38.334B,0.77,31.90,3.79,2022-02-21 to 2022-02-25,1.84 (1.35%),"Dec 31, 2021",141.23,RSG,http://finance.yahoo.com/quote/RSG?p=RSG,
405,94.25,94.39,98.12 x 1000,97.91 x 800,94.20 - 98.27,72.74 - 98.27,"8,491,045","5,816,354",146.864B,1.01,44.60,2.2,2022-04-25 to 2022-04-29,2.04 (2.27%),"Nov 18, 2021",103.65,RTX,http://finance.yahoo.com/quote/RTX?p=RTX,
406,302.30,302.92,306.86 x 900,346.42 x 1100,299.05 - 307.73,232.88 - 391.15,"632,051","713,853",33.382B,0.31,117.76,2.606,2022-02-23 to 2022-03-02,2.32 (0.71%),"Nov 17, 2021",383.47,SBAC,http://finance.yahoo.com/quote/SBAC?p=SBAC,
407,325.70,330.80,331.44 x 1200,353.26 x 1000,327.45 - 350.53,206.00 - 374.76,"912,649","1,112,643",21.221B,1.89,25.08,13.954,2022-04-19 to 2022-04-25,2.24 (0.67%),"Oct 28, 2021",373.61,SBNY,http://finance.yahoo.com/quote/SBNY?p=SBNY,
408,91.01,91.30,92.35 x 800,92.55 x 3000,90.28 - 92.79,87.25 - 126.32,"7,039,415","8,472,798",N/A,0.89,N/A,,2022-04-25 to 2022-04-29,1.96 (2.06%),"Feb 10, 2022",,SBUX,http://finance.yahoo.com/quote/SBUX?p=SBUX,
409,82.27,82.42,85.00 x 800,85.81 x 800,82.38 - 86.47,62.33 - 96.24,"8,799,501","7,631,427",162.119B,0.99,32.64,2.627,2022-04-13 to 2022-04-18,0.80 (0.90%),"Feb 10, 2022",95.06,SCHW,http://finance.yahoo.com/quote/SCHW?p=SCHW,
410,271.19,271.18,277.91 x 900,278.00 x 1000,262.55 - 278.14,199.33 - 389.71,"826,809","1,026,832",14.597B,1.01,104.25,2.666,2022-05-02 to 2022-05-06,N/A (N/A),N/A,351.23,SEDG,http://finance.yahoo.com/quote/SEDG?p=SEDG,
411,66.76,66.27,68.31 x 800,68.46 x 900,66.27 - 69.09,42.04 - 70.37,"1,233,792","921,803",10.143B,1.29,22.54,3.037,2022-02-07 to 2022-02-11,0.80 (1.20%),"Dec 02, 2021",68.47,SEE,http://finance.yahoo.com/quote/SEE?p=SEE,
412,258.34,259.55,266.67 x 1300,268.58 x 800,259.16 - 267.39,218.06 - 354.15,"1,423,809","1,488,211",70.077B,1.07,36.62,7.299,2022-04-25 to 2022-04-29,2.20 (0.66%),"Nov 18, 2021",343.14,SHW,http://finance.yahoo.com/quote/SHW?p=SHW,
413,584.27,593.75,623.16 x 1300,800.00 x 1100,589.71 - 625.88,467.22 - 763.22,"629,755","448,451",36.572B,1.90,19.12,32.595,2022-04-20 to 2022-04-25,N/A (N/A),"Feb 10, 1992",841.71,SIVB,http://finance.yahoo.com/quote/SIVB?p=SIVB,
414,133.77,134.46,127.01 x 1100,137.26 x 1100,134.46 - 138.09,111.59 - 145.82,"871,388","774,280",14.875B,0.32,19.59,7.008,2022-03-01,3.96 (2.86%),"Nov 10, 2021",132.0,SJM,http://finance.yahoo.com/quote/SJM?p=SJM,
415,38.32,38.44,39.22 x 1100,39.99 x 1400,38.29 - 39.60,24.52 - 42.64,"11,259,327","14,008,650",55.334B,2.31,33.89,1.164,2022-04-21 to 2022-04-25,0.50 (1.50%),"Nov 30, 2021",,SLB,http://finance.yahoo.com/quote/SLB?p=SLB,
416,204.95,205.30,211.50 x 1200,235.00 x 1000,205.03 - 212.37,197.75 - 259.99,"354,484","333,279",11.355B,1.22,14.47,14.653,2022-04-20 to 2022-04-25,5.68 (2.57%),"Nov 18, 2021",236.25,SNA,http://finance.yahoo.com/quote/SNA?p=SNA,
417,307.80,306.09,280.76 x 800,313.01 x 1000,301.06 - 312.18,217.69 - 377.60,"1,040,633","926,870",47.742B,1.13,64.69,4.81,2022-02-15 to 2022-02-21,N/A (N/A),N/A,387.94,SNPS,http://finance.yahoo.com/quote/SNPS?p=SNPS,
418,62.88,63.52,64.91 x 800,65.65 x 800,63.31 - 65.08,57.02 - 69.77,"8,589,170","5,750,785",68.929B,0.48,23.22,2.801,2022-04-27 to 2022-05-02,2.64 (3.87%),"Nov 12, 2021",67.59,SO,http://finance.yahoo.com/quote/SO?p=SO,
419,137.82,138.65,139.34 x 1200,140.54 x 1200,137.67 - 140.15,104.12 - 171.12,"1,785,117","2,270,019",45.908B,1.52,22.62,6.177,2022-02-07 to 2022-02-11,6.60 (4.05%),"Dec 09, 2021",173.83,SPG,http://finance.yahoo.com/quote/SPG?p=SPG,
420,381.68,377.87,381.11 x 800,382.30 x 900,371.00 - 384.49,325.50 - 484.21,"8,026,964","1,632,322",91.794B,0.98,32.84,11.599,2022-04-27 to 2022-05-02,3.08 (0.67%),"Nov 24, 2021",509.83,SPGI,http://finance.yahoo.com/quote/SPGI?p=SPGI,
421,134.23,136.91,122.34 x 1200,197.00 x 900,136.17 - 141.95,114.66 - 144.93,"2,136,979","1,630,951",45.167B,0.68,40.57,3.486,2022-02-23 to 2022-02-28,4.40 (3.27%),"Dec 22, 2021",148.32,SRE,http://finance.yahoo.com/quote/SRE?p=SRE,
422,229.21,229.50,236.96 x 800,238.71 x 800,228.62 - 237.76,170.36 - 248.30,"360,311","469,791",23.737B,0.63,86.30,2.75,2022-01-31 to 2022-02-04,1.72 (0.75%),"Nov 22, 2021",256.0,STE,http://finance.yahoo.com/quote/STE?p=STE,
423,85.48,85.98,88.38 x 800,88.84 x 900,85.79 - 89.05,74.30 - 104.87,"2,087,908","2,497,279",32.446B,1.61,13.07,6.787,2022-04-14 to 2022-04-18,2.28 (2.32%),"Dec 31, 2021",112.9,STT,http://finance.yahoo.com/quote/STT?p=STT,
424,103.16,103.57,104.84 x 900,104.85 x 1000,102.50 - 105.04,70.36 - 117.67,"1,911,314","2,177,190",23.355B,1.06,15.44,6.795,2022-04-20 to 2022-04-25,2.80 (2.41%),"Dec 21, 2021",,STX,http://finance.yahoo.com/quote/STX?p=STX,
425,215.01,216.20,216.16 x 800,216.71 x 800,213.94 - 217.98,207.35 - 258.00,"1,082,928","1,101,293",40.695B,1.18,56.05,3.872,2022-04-06 to 2022-04-11,3.04 (1.20%),"Nov 04, 2021",268.59,STZ,http://finance.yahoo.com/quote/STZ?p=STZ,
426,156.34,156.22,161.65 x 1300,171.20 x 800,155.50 - 162.18,151.21 - 225.00,"2,106,679","1,541,196",26.393B,1.38,14.65,11.049,2022-04-26 to 2022-05-02,3.16 (1.64%),"Nov 30, 2021",222.73,SWK,http://finance.yahoo.com/quote/SWK?p=SWK,
427,138.83,138.92,139.25 x 1000,140.00 x 1000,136.19 - 139.84,128.42 - 204.00,"2,045,987","2,037,064",23.042B,1.11,15.53,8.97,2022-04-27 to 2022-05-02,2.24 (1.39%),"Nov 22, 2021",206.39,SWKS,http://finance.yahoo.com/quote/SWKS?p=SWKS,
428,41.24,41.57,43.11 x 1200,43.50 x 1000,41.55 - 43.58,37.76 - 52.49,"6,394,814","6,091,233",23.636B,1.66,6.11,7.069,2022-04-25 to 2022-04-29,0.88 (2.13%),"Feb 09, 2022",58.74,SYF,http://finance.yahoo.com/quote/SYF?p=SYF,
429,257.70,258.48,265.19 x 1200,267.39 x 900,257.15 - 266.08,227.84 - 281.16,"1,433,223","1,484,412",100.267B,0.99,53.50,4.968,2022-04-25 to 2022-04-29,2.78 (1.00%),"Dec 30, 2021",288.75,SYK,http://finance.yahoo.com/quote/SYK?p=SYK,
430,84.96,85.44,87.01 x 1300,87.66 x 800,85.11 - 87.30,68.05 - 87.30,"2,397,127","2,754,517",44.729B,1.34,65.50,1.332,2022-01-31 to 2022-02-04,1.88 (2.32%),"Jan 06, 2022",89.36,SYY,http://finance.yahoo.com/quote/SYY?p=SYY,
431,23.23,23.45,23.92 x 800,23.90 x 21500,23.44 - 24.11,22.02 - 33.88,"43,864,727","62,789,622",170.741B,0.68,185.35,0.129,2022-04-20 to 2022-04-25,2.08 (7.94%),"Jan 07, 2022",30.26,T,http://finance.yahoo.com/quote/T?p=T,
432,49.42,50.09,52.28 x 900,53.20 x 800,49.94 - 52.95,42.46 - 61.48,"3,613,446","1,738,641",11.507B,1.06,N/A,-2.046,2022-04-27 to 2022-05-02,0.68 (1.44%),"Dec 02, 2021",54.08,TAP,http://finance.yahoo.com/quote/TAP?p=TAP,
433,649.18,653.90,662.89 x 1000,663.80 x 1000,650.19 - 667.59,552.72 - 688.03,"352,720","306,554",36.6B,1.56,63.73,10.394,2022-02-07 to 2022-02-11,N/A (N/A),"Dec 27, 2019",725.25,TDG,http://finance.yahoo.com/quote/TDG?p=TDG,
434,418.08,418.64,426.75 x 800,427.43 x 1100,417.12 - 428.96,354.17 - 465.40,"163,499","221,629",19.998B,1.12,43.13,9.939,2022-04-26 to 2022-05-02,N/A (N/A),N/A,538.75,TDY,http://finance.yahoo.com/quote/TDY?p=TDY,
435,412.90,413.12,422.46 x 800,422.95 x 1000,412.38 - 424.38,338.79 - 543.85,"256,531","262,788",16.61B,1.27,97.46,4.337,2022-01-31 to 2022-02-04,1.28 (0.31%),"Feb 10, 2022",554.2,TECH,http://finance.yahoo.com/quote/TECH?p=TECH,
436,141.44,141.88,144.67 x 900,145.40 x 1000,141.25 - 144.98,123.31 - 166.44,"914,664","1,528,885",47.221B,1.35,21.32,6.788,2022-04-19 to 2022-04-25,2.00 (1.41%),"Feb 17, 2022",,TEL,http://finance.yahoo.com/quote/TEL?p=TEL,
437,117.39,117.09,119.65 x 1200,121.40 x 900,114.88 - 120.14,102.51 - 168.91,"1,738,414","1,997,479",19.567B,1.50,22.61,5.309,2022-04-25 to 2022-04-29,0.44 (0.37%),"Feb 17, 2022",162.65,TER,http://finance.yahoo.com/quote/TER?p=TER,
438,59.21,60.18,62.96 x 800,63.35 x 900,60.02 - 63.08,51.87 - 68.95,"8,213,195","5,886,461",84.058B,1.27,14.86,4.238,2022-04-13 to 2022-04-18,1.92 (2.88%),"Nov 10, 2021",67.62,TFC,http://finance.yahoo.com/quote/TFC?p=TFC,
439,338.06,338.72,342.50 x 800,342.83 x 800,333.30 - 344.18,289.00 - 449.38,"403,069","359,077",16.068B,1.10,37.51,9.144,2022-04-27 to 2022-05-02,1.36 (0.41%),"Nov 12, 2021",408.56,TFX,http://finance.yahoo.com/quote/TFX?p=TFX,
440,191.55,191.51,199.00 x 1100,199.40 x 900,191.32 - 199.50,166.83 - 268.98,"3,834,750","4,120,943",95.451B,1.01,14.66,13.587,2022-02-28 to 2022-03-04,3.60 (1.88%),"Feb 15, 2022",285.79,TGT,http://finance.yahoo.com/quote/TGT?p=TGT,
441,64.69,64.64,66.75 x 800,67.24 x 1400,64.31 - 66.85,59.85 - 77.35,"6,207,408","6,586,495",79.661B,0.95,30.82,2.167,2022-02-22 to 2022-02-28,1.04 (1.36%),"Feb 09, 2022",85.96,TJX,http://finance.yahoo.com/quote/TJX?p=TJX,
442,540.17,536.85,549.49 x 1000,590.00 x 800,534.55 - 550.07,433.52 - 672.34,"1,078,216","1,626,190",216.659B,0.80,25.52,21.544,2022-04-27 to 2022-05-02,1.20 (0.22%),"Mar 15, 2022",687.74,TMO,http://finance.yahoo.com/quote/TMO?p=TMO,
443,123.66,124.73,121.50 x 800,125.43 x 900,123.24 - 125.99,101.51 - 150.20,"3,816,565","5,702,662",156.706B,0.55,47.17,2.66,2022-05-02 to 2022-05-06,N/A (N/A),"May 01, 2013",167.89,TMUS,http://finance.yahoo.com/quote/TMUS?p=TMUS,
444,39.16,39.23,40.70 x 800,40.62 x 800,39.14 - 40.88,35.37 - 49.67,"3,754,358","3,379,929",11.215B,1.49,13.95,2.922,2022-02-02 to 2022-02-07,1.00 (2.42%),"Dec 02, 2021",56.06,TPR,http://finance.yahoo.com/quote/TPR?p=TPR,
445,67.57,67.92,69.84 x 900,70.00 x 1000,67.15 - 69.96,62.32 - 96.49,"1,447,798","1,525,733",17.543B,1.54,31.81,2.197,2022-02-08 to 2022-02-14,N/A (N/A),N/A,97.44,TRMB,http://finance.yahoo.com/quote/TRMB?p=TRMB,
446,142.74,144.40,139.88 x 1100,148.40 x 800,142.94 - 145.61,134.13 - 224.56,"1,781,998","1,652,685",33.293B,1.22,10.95,13.27,2022-04-27 to 2022-05-02,4.32 (2.21%),"Dec 15, 2021",210.86,TROW,http://finance.yahoo.com/quote/TROW?p=TROW,
447,166.50,167.44,172.79 x 1000,173.44 x 900,167.05 - 173.49,144.44 - 174.55,"1,435,904","1,567,314",42.668B,0.78,12.14,14.281,2022-04-18 to 2022-04-22,3.52 (2.21%),"Dec 09, 2021",164.38,TRV,http://finance.yahoo.com/quote/TRV?p=TRV,
